"ResponseId","POINT_X","POINT_Y","ZIPCODE","AGE","GENDER","EDUCATION","HHINCOME","EMPLOYED","EMPLOYED_STUDENT","EMPLOYED_RETIRED","RACE","RACE_NATIVE","RACE_ASIAN","RACE_BLACK","RACE_MIDEAST","RACE_PACIFIC","RACE_WHITE","RACE_OTHER","RACE_HISPANIC","POLITICS","CONSERVATIVE","YEARS","PROPERTY","OWNERSHIP","PRIORITIZE_ENVIRON","RANK_ENVIRON","PRIORITY_ENVIRON","PRIORITY_ECONOMY","PRIORITY_INFRAST","PRIORITY_SOCSERV","PRIORITY_ACSNAT","PRIORITY_TRASH","PRIORITY_AIRQTY","PRIORITY_WTRQTY","PRIORITY_JOBINC","PRIORITY_WAGINC","PRIORITY_CSTLIV","PRIORITY_JOBDIV","PRIORITY_PEDCYC","PRIORITY_RODBRG","PRIORITY_UTILTY","PRIORITY_FLDPRT","PRIORITY_ACSEDU","PRIORITY_ACSHLT","PRIORITY_HOUSNG","PRIORITY_PUBTRN","NRELATEDNESS","NR_IMPPRT","NR_CONNCT","NR_SPIRIT","NR_NOTICE","NR_VACSPT","NR_AFFECT","PIDENTITY","PIDENTITY_IDENTY","PIDENTITY_SPCIAL","PIDENTITY_ATTCHD","SOLASTALGIA","SOLASTALGIA_BELONG","SOLASTALGIA_LOSSES","SOLASTALGIA_ASHAMD","SOLASTALGIA_DISAPR","SOLASTALGIA_UQLOSS","SOLASTALGIA_PEACEQ","SOLASTALGIA_DEGRAD","SOLASTALGIA_LFSTYL","SOLASTALGIA_FLEAVE","HOPEPATH_SELFEFF","HOPEPATH_RESPEFF","HOPEPATH_WAYFIX","HOPEPATH_KNOWLG","HOPEPATH_CANFIX","HOPEPATH_RESOLV","HOPEPATH_ENOUGH","SWELLBEING","MHI","MHI_SCORE","MHI_ANXIETY","MHI_DEPRESN","MHI_A1","MHI_A2","MHI_D1","MHI_D2","MHI_D3","LIFESATISFACTION","ECOANXIETY_SCORE","ECOANXIETY_CAT","ECOANXIETY_1","ECOANXIETY_2","ECOANXIETY_3","ECOANXIETY_4","ECOANXIETY_5","ECOANXIETY_6","ECOANXIETY_7","JUSTICE","JUSTICE_DIST","JUSTICE_PRO","JUSTICE_REC","JUSTICE_AGN","ATTITUDE_BAYLNK","ATTITUDE_BAYIMP","ATTITUDE_BIODIV","ATTITUDE_OPPSAT","ATTITUDE_SAFOUT","ATTITUDE_OUTWEL","ATTITUDE_SWMSAF","ATTITUDE_CHNGFW","ATTITUDE_CHNGRN","ATTITUDE_CHNGTP","ATTITUDE_CHNGHS","ATTITUDE_CCTHRT","GROUP_INVOLVEMENT","GROUP_ARTCLT","GROUP_ENVPRT","GROUP_HOANBH","GROUP_POLTCL","GROUP_SPIRIT","GROUP_CHLPAR","GROUP_SPORTS","ACTIVE_COUNT","PASSIVE_COUNT","ATTRACT_COUNT","ACTIVE_AVG","PASSIVE_AVG","ATTRACT_AVG","ACTIVITY_CMPHIK","ACTIVITY_PADBOT","ACTIVITY_SWIMDV","ACTIVITY_BWATCH","ACTIVITY_GARDEN","ACTIVITY_FISHNG","ACTIVITY_EXRCSO","ACTIVITY_RELAXO","ACTIVITY_PICNIC","ACTIVITY_PLYGND","ACTIVITY_ZOOAQU","ACTIVITY_LSNPRK","ACTIVITY_HSTSIT","ACTIVITY_BEACH","ACTIVITY_PIER","BEHAVIOR_FERTLZ","BEHAVIOR_WATER","BEHAVIOR_CLPPNG","BEHAVIOR_GRNINF","BEHAVIOR_NODRIV","BEHAVIOR_RECYCL","BEHAVIOR_PLNTFF","BEHAVIOR_RESTOR","BEHAVIOR_FERTLZweight","FERTLZ_SEASON_N","FERTLZ_SPRING","FERTLZ_SUMMER","FERTLZ_FALL","FERTLZ_WINTER","NORM_FERTLZ","NORM_WATER","NORM_CLPPNG","NORM_GRNINF","NORM_NODRIV","NORM_RECYCL","NORM_PLNTFF","NORM_RESTOR","FISH_LOCATN_N","FISH_LOC_SHORE","FISH_LOC_PIER","FISH_LOC_WATER","FISH_REASON_N","FISH_RSN_SPORT","FISH_RSN_RELAX","FISH_RSN_FOOD","FISH_RSN_SELL","FISH_RSN_WATCH","FISH_RSN_SOCIAL","KNOWLEDGE_WQTRND","KNOWLEDGE_NUTRNT","KNOWLEDGE_SOURCE","KNOWLEDGE_FRTSSN","KNOWLEDGE_SGLOSS","KNOWLEDGE_WQTRND_C","KNOWLEDGE_NUTRNT_C","KNOWLEDGE_SOURCE_C","KNOWLEDGE_FRTSSN_C","KNOWLEDGE_SGLOSS_C","KNOWLEDGE_POINTS","KNOWLEDGE_SCORE","KNOWLEDGE_SCORE_Pct","INFOSOURCES_N","INFO_TV","INFO_RADIO","INFO_PERIOD","INFO_SOCIAL","INFO_MAILE","INFO_GOV","INFO_NGO","INFO_PUBLIC","INFO_WORD","INFO_OWN","REFERRAL","AUDIENCE"
"R_6qk5opGQGmqT7mU",472871.559923,1149635.37326,34205,"65 or older","Male","Master's degree","$75,000 - $99,999","Unemployed",0,1,"White",0,0,0,0,0,1,0,0,"Neutral",0,"1 - 4 years","Condominium","Own",0,"Middle",3.5,1.5,4,2,2,4,4,4,0,0,4,2,4,4,4,4,0,2,2,4,3,3,4,4,4,0,3,2.33333333333333,3,2,2,1.57142857142857,0,3,2,2,2,1,0,1,3,2.5,4,3,2,4,1,4,5,5,25,10,15,5,5,5,5,5,5,0,"Low",0,0,0,0,0,0,0,1,2,0,1,1,3,4,4,1,2,4,2,2,0,3,0,4,0.714285714285714,0,0,2,0,2,0,1,4,2,5,0.833333333333333,2.66666666666667,1.16666666666667,1,1,2,1,0,0,4,4,0,0,1,1,1,2,2,0,0,0,0,4,4,0,0,NA,NA,NA,NA,NA,NA,0,2,2,2,-2,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Remained about the same","Phosphorus","Stormwater runoff","Summer (June - September)","Nutrient pollution",10,10,10,1,10,2.5,1.6,32,1,0,0,0,0,0,1,0,0,0,0,"Panel","Public"
"R_6qlLC077zEyjUZA",436200.084812,1369265.88704,34685,"65 or older","Female","Bachelor's degree","$25,000 - $49,999","Unemployed",0,0,"White",0,0,0,0,0,1,0,0,"Moderately conservative",2,"20 years or more","Townhome or duplex","Own",0,"Bottom",2,2.5,2.5,2,1,3,2,2,2,2,4,2,1,2,3,4,1,3,2,2,2.66666666666667,2,3,1,4,3,3,2.66666666666667,4,2,2,1,1,1,0,3,1,1,1,0,0,2.5,2.5,2,3,3,2,2,4.16666666666667,4.2,21,9,12,5,4,3,4,5,4,0,"Low",0,0,0,0,0,0,0,4,4,4,4,4,4,3,1,4,3,4,4,0,0,0,0,0,0.285714285714286,0,0,1,1,0,0,0,3,2,5,1,2.66666666666667,1.66666666666667,1,1,0,4,0,0,4,4,0,2,0,4,1,1,2,0,1,1,0,2,3,1,1,NA,NA,NA,NA,NA,NA,1,2,2,1,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Remained about the same","Nitrogen","Stormwater runoff","Summer (June - September)","Nutrient pollution",5,3,3,7,3,3.5,1.45,29,5,1,0,0,1,1,0,0,0,1,1,"Panel","Public"
"R_6QmH1889IwE7Hqk",515964.686126,1362168.94299,33613,"25 - 34","Male","High school diploma or GED","$25,000 - $49,999","Full-time",0,0,"Black",0,0,1,0,0,0,0,0,"Neutral",0,"20 years or more","Apartment","Rent",0,"Bottom",1.5,3.25,1.75,2.25,1,0,1,4,2,4,4,3,2,1,1,3,2,3,3,1,3.33333333333333,3,4,4,2,3,4,4,4,4,4,2.42857142857143,3,3,1,0,3,4,3,3,3,3.5,1,3,4,2,0,0,4.83333333333333,5,25,10,15,5,5,5,5,5,4,1,"Low",0,0,0,0,1,0,0,2,2,3,1,0,2,1,2,1,2,4,4,3,2,3,3,3,1.14285714285714,1,1,0,1,2,1,2,3,3,3,0.666666666666667,1.33333333333333,0.5,0,1,1,0,0,2,1,1,2,0,0,1,1,1,0,NA,NA,NA,NA,3,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,2,1,0,1,0,2,1,0,0,1,0,0,"Remained about the same","Phosphorus","Wastewater","Fall (October - November)","Nutrient pollution",10,4,10,6,7,0.5,0.35,7,2,1,1,0,0,0,0,0,0,0,0,"Panel","Public"
"R_6qsbKJ3T0vDo4zb",NA,NA,33615,"55 - 64","Male","High school diploma or GED","Less than $25,000","Unemployed",0,1,"Hispanic",0,0,0,0,0,0,0,1,"Strongly liberal",-3,"1 - 4 years","Single-family home","Rent",0,"Bottom",1.75,2.75,1.75,1.75,2,1,0,4,4,1,4,2,2,1,1,3,2,0,4,1,2.5,3,2,4,3,0,3,3.33333333333333,3,3,4,0.714285714285714,1,2,0,1,2,0,0,0,4,0,1.5,0,0,3,0,0,2.83333333333333,3.4,17,7,10,5,2,5,2,3,0,4,"Low",0,0,1,0,0,3,0,3.66666666666667,4,4,3,0,2,3,1,3,1,1,3,0,1,0,0,3,0.142857142857143,0,0,0,0,1,0,0,3,2,3,0.5,1.66666666666667,0.833333333333333,0,0,1,1,1,0,4,0,1,0,0,2,0,2,1,0,0,0,0,4,4,0,1,NA,NA,NA,NA,NA,NA,2,2,1,2,0,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Declined","Phosphorus","Industrial discharges into the bay","Summer (June - September)","Boat propeller blades,Increased ocean temperature,Microplastics",7,5,7,8,9,1.5,1.25,25,3,1,0,0,1,0,0,0,0,1,0,"Panel","Public"
"R_6QuALEEoBvxZtLA",467661.447891,1357370.32924,33626,"35 - 44","Male","Bachelor's degree","$100,000 or more","Full-time",0,0,"White",0,0,0,0,0,1,0,0,"Slightly liberal",-1,"1 - 4 years","Single-family home","Rent",0,"Middle",2.5,2,3,3,4,2,1,3,2,3,2,1,3,3,3,3,4,3,1,4,2.33333333333333,2,3,1,4,2,2,4,4,4,4,1.42857142857143,0,2,0,1,1,1,4,1,3,1,3.5,1,1,3,3,4,4,4,20,7,13,4,3,4,4,5,4,0,"Low",0,0,0,0,0,0,0,3.33333333333333,3,3,4,4,3,4,3,3,4,4,2,0,0,1,0,2,0.142857142857143,0,0,1,0,0,0,0,3,3,6,0.666666666666667,3.33333333333333,1.66666666666667,2,1,1,0,0,0,4,3,3,3,2,1,1,2,1,1,3,0,0,0,4,2,0,"2",4,1,1,1,1,1,2,0,1,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Declined","Nitrogen","Industrial discharges into the bay","Summer (June - September)","Boat propeller blades",7,5,4,9,5,2.5,1.65,33,3,1,0,0,0,0,1,1,0,0,0,"Panel","Public"
"R_6QzLgq23bqAFdqp",494156.193005,1168285.74529,34222,"65 or older","Male","Master's degree","$75,000 - $99,999","Unemployed",0,1,"White",0,0,0,0,0,1,0,0,"Moderately conservative",2,"20 years or more","Single-family home","Own",0,"Middle",2,2.5,1.25,1.75,0,3,2,3,2,2,4,2,0,3,1,1,3,3,0,1,0,0,0,0,0,0,0,3.33333333333333,3,3,4,1.28571428571429,2,2,0,0,2,3,2,0,0,1,3.5,1,1,4,2,3,4.66666666666667,4.6,23,9,14,5,4,4,5,5,5,0,"Low",0,0,0,0,0,0,0,4,4,4,4,0,1,0,3,2,4,4,4,0,3,1,0,1,0.571428571428571,0,0,2,0,2,0,0,0,1,1,0,0.333333333333333,0.166666666666667,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,4,0,0,0,4,0,0,"2",3,1,1,1,0,0,0,1,2,1,-1,-1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Remained about the same","Phosphorus","Stormwater runoff","Summer (June - September)","Boat propeller blades,Increased ocean temperature",7,8,9,10,6,2.5,2.2,44,3,1,0,0,0,0,0,0,0,1,1,"Panel","Public"
"R_6R08yk3Aqrnk56p",NA,NA,34638,"18 - 24","Male","High school diploma or GED","$100,000 or more","Full-time",0,0,"White",0,0,0,0,0,1,0,0,"Neutral",0,"1 - 4 years","Single-family home","Own",0,"Bottom",2,2.75,3,2.25,1,2,2,3,3,2,4,2,2,3,4,3,1,3,2,3,1,0,2,1,2,0,1,0.666666666666667,1,1,0,1.14285714285714,0,2,0,2,1,2,1,0,4,0,3,0,0,3,1,3,1.5,1.8,9,1,8,0,1,2,3,3,0,16,"Severe",3,3,3,3,1,2,1,3.33333333333333,4,3,3,0,3,2,4,2,2,4,4,0,0,1,1,0,0,0,0,0,0,0,0,0,2,1,0,0.333333333333333,0.666666666666667,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,3,2,0,0,4,0,0,NA,NA,NA,NA,NA,NA,0,0,0,2,1,0,2,2,1,1,0,0,1,0,0,0,0,1,0,"Remained about the same","Phosphorus","Industrial discharges into the bay","Winter (December - February)","Increased ocean temperature",7,5,5,2,5,0,0,0,2,1,0,0,1,0,0,0,0,0,0,"Panel","Public"
"R_6r9xQIxXUd18IyM",NA,NA,33711,"65 or older","Female","Associate degree","$50,000 - $74,999","Unemployed",0,1,"Multiple",0,0,0,0,0,1,0,1,"Strongly liberal",-3,"20 years or more","Single-family home","Own",1,"Top",1.75,1.5,1,1,0,3,2,2,0,2,2,2,2,0,0,2,0,0,2,2,1,1,1,1,1,1,1,2.33333333333333,3,2,2,1,1,1,0,1,1,4,0,0,1,1.5,3.5,2,1,4,1,3,3.83333333333333,3.8,19,6,13,4,2,4,4,5,4,0,"Low",0,0,0,0,0,0,0,4,4,4,4,4,4,2,3,2,3,4,3,2,0,3,0,3,0.142857142857143,1,0,0,0,0,0,0,3,0,5,0.833333333333333,0,0.833333333333333,0,0,3,1,1,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,4,1,1,"A few times",1,1,0,0,0,0,0,0,-2,-2,-2,-2,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Remained about the same","Phosphorus","Stormwater runoff","Summer (June - September)","Boat propeller blades",8,1,3,1,1,2.5,0.45,9,2,0,0,0,0,1,1,0,0,0,0,"Panel","Public"
"R_6rBVJ1gCW4hrRu0",NA,NA,33715,"18 - 24","Female","Bachelor's degree","$25,000 - $49,999","Part-time",0,0,"Multiple",0,0,0,0,0,1,0,1,"Strongly liberal",-3,"1 - 4 years","Condominium","Rent",0,"Middle",2.25,3.5,3.25,1.75,2,3,1,3,3,3,4,4,4,4,1,4,0,1,2,4,3,3,4,3,3,2,3,3.66666666666667,3,4,4,2.14285714285714,0,1,2,2,2,2,3,3,2,2.5,1.5,4,1,3,4,0,3.5,3.6,18,5,13,2,3,4,4,5,3,0,"Low",0,0,0,0,0,0,0,2.66666666666667,2,3,3,4,4,3,4,2,1,4,4,0,1,3,1,4,0.714285714285714,2,0,1,1,0,1,0,5,3,4,1.16666666666667,2,1,1,2,1,1,2,0,1,3,2,0,0,1,1,2,2,0,3,0,0,0,4,2,0,NA,NA,NA,NA,NA,NA,1,2,2,1,0,-1,-1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Remained about the same","Silica","Wastewater","Spring (March - May)","Increased ocean temperature",0,0,3,0,3,0,0,0,3,0,0,0,1,0,0,0,0,1,1,"Panel","Public"
"R_6rCw7yWgQHi8tkO",391272.164793,1294063.12318,33774,"35 - 44","Female","High school diploma or GED","$50,000 - $74,999","Unemployed",0,0,"White",0,0,0,0,0,1,0,0,"Neutral",0,"10 - 19 years","Apartment","Rent",0,"Bottom",1.5,2.75,3.25,2.75,1,3,0,2,2,2,4,3,4,3,2,4,4,4,1,2,2,2,1,0,3,4,2,1.66666666666667,2,2,1,0.285714285714286,0,0,0,0,0,0,2,0,2,0,1,0,0,2,0,0,3.33333333333333,4,20,8,12,4,4,4,4,4,0,3,"Low",0,0,0,1,1,1,0,2,3,3,0,3,4,4,2,4,2,4,3,0,0,0,1,2,0.285714285714286,0,0,0,0,0,2,0,5,0,5,0.833333333333333,0,1.33333333333333,1,1,1,1,0,1,0,0,0,1,1,2,0,1,3,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,1,0,1,0,3,1,1,0,0,1,0,"Declined","Carbon","Industrial discharges into the bay","Summer (June - September)","Boat propeller blades,Nutrient pollution",8,1,8,4,5,2,0.9,18,4,1,0,0,1,0,0,0,0,1,1,"Panel","Public"
"R_6ri5MyJaAxkuXgi",490285.783156,1317259.13866,33607,"45 - 54","Female","Bachelor's degree","$25,000 - $49,999","Unemployed",0,0,"Black",0,0,1,0,0,0,0,0,"Neutral",0,"20 years or more","Single-family home","Rent",0,"Bottom",0.75,2.5,2.25,2.75,0,0,2,1,0,3,4,3,0,4,2,3,2,2,4,3,0,0,0,0,0,0,0,2.66666666666667,2,3,3,0.285714285714286,0,0,0,0,0,2,0,0,0,0,4,0,0,4,2,4,3.16666666666667,3.4,17,7,10,5,2,3,3,4,2,0,"Low",0,0,0,0,0,0,0,2.66666666666667,4,2,2,4,4,3,0,4,3,4,4,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,4,0,0.666666666666667,0.666666666666667,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,4,0,0,NA,NA,NA,NA,NA,NA,2,2,2,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Remained about the same","Phosphorus","Industrial discharges into the bay","Summer (June - September)","Boat propeller blades",10,2,0,0,0,1.5,0,0,1,1,0,0,0,0,0,0,0,0,0,"Panel","Public"
"R_6RWhHqToPCzQPDM",NA,NA,33544,"35 - 44","Male","Bachelor's degree","$25,000 - $49,999","Full-time",0,0,"Hispanic",0,0,0,0,0,0,0,1,"Slightly liberal",-1,"10 - 19 years","Single-family home","Own",0,"Bottom",2.75,3,3,3.25,2,3,3,3,2,3,4,3,2,3,3,4,4,3,3,3,1.5,1,1,1,1,2,3,3.33333333333333,3,4,3,0.142857142857143,0,0,0,1,0,0,0,0,3,0.5,4,1,0,4,4,4,5,5,25,10,15,5,5,5,5,5,5,0,"Low",0,0,0,0,0,0,0,2.33333333333333,2,3,2,3,2,3,3,3,4,4,3,0,0,0,0,1,0.714285714285714,0,0,1,0,1,2,1,3,3,5,0.666666666666667,1.33333333333333,1.16666666666667,0,0,0,1,2,1,2,1,1,3,1,1,0,1,1,3,3,3,0,1,4,1,1,"6",1,0,1,0,0,-2,0,0,-2,1,0,0,0,1,0,1,0,2,1,1,0,0,0,0,"Remained about the same","Carbon","Industrial discharges into the bay","Summer (June - September)","Nutrient pollution",5,5,5,5,5,1.5,0.75,15,2,0,0,0,1,0,0,0,0,0,1,"Panel","Public"
"R_6Rxqxqf5i8TS5kV",548004.897926,1257249.42801,33579,"35 - 44","Female","High school diploma or GED","Less than $25,000","Part-time",0,0,"White",0,0,0,0,0,1,0,0,"Slightly liberal",-1,"5 - 9 years","Single-family home","Rent",0,"Middle",3.5,3.75,2.5,3.5,4,4,4,2,4,4,4,3,2,2,2,4,4,4,4,2,3.33333333333333,3,3,3,4,4,3,3,3,3,3,2.14285714285714,0,3,1,2,1,3,3,2,4,1,3.5,1,1,4,2,3,3.33333333333333,3.8,19,7,12,4,3,3,4,5,1,2,"Low",0,0,0,1,0,1,0,3.66666666666667,4,4,3,3,4,3,3,2,3,4,3,1,1,1,0,3,0.285714285714286,0,0,0,0,0,2,0,4,3,4,1.5,1.66666666666667,0.666666666666667,1,0,1,4,3,0,1,3,1,1,0,1,0,1,1,3,4,0,0,3,4,1,1,"6",4,1,1,1,1,0,-1,2,0,-1,0,-1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Remained about the same","Phosphorus","Wastewater","Winter (December - February)","Increased ocean temperature",3,4,2,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,"Panel","Public"
"R_6s0vDp9szBBqDZJ",425938.935822,1270935.11254,33709,"45 - 54","Female","Did not complete high school","$25,000 - $49,999","Unemployed",0,0,"Multiple",1,0,0,0,0,1,0,0,"Strongly conservative",3,"20 years or more","Single-family home","Own",0,"Bottom",3.5,3.75,4,3.75,3,3,4,4,4,4,4,3,4,4,4,4,4,3,4,4,2.33333333333333,4,0,0,4,2,4,3,3,3,3,1.28571428571429,4,4,0,0,0,4,1,0,3,0,4,0,0,4,1,4,1.16666666666667,1.4,7,2,5,1,1,2,1,2,0,3,"Low",2,0,0,0,0,1,0,3,3,3,3,3,3,4,2,1,1,3,4,0,0,0,1,0,0.857142857142857,0,0,0,1,2,2,1,4,3,4,1.33333333333333,2,0.666666666666667,1,0,1,4,2,0,1,2,3,0,1,1,0,1,1,3,2,3,0,0,3,2,2,"6",1,0,1,0,0,1,1,0,0,0,0,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Remained about the same","Carbon","Vehicle emissions","Winter (December - February)","Microplastics",10,10,10,10,2,0,0,0,3,1,0,0,1,0,0,0,0,0,1,"Panel","Public"
"R_6saAsNldxBiWJ6A",558804.034066,1448979.43388,33576,"35 - 44","Male","Master's degree","$100,000 or more","Full-time",0,0,"White",0,0,0,0,0,1,0,0,"Neutral",0,"10 - 19 years","Single-family home","Own",0,"Middle",1.75,2,2.5,1,4,1,1,1,2,3,2,1,2,3,4,1,3,0,0,1,2.33333333333333,2,2,1,3,4,2,2.66666666666667,2,3,3,1,0,1,0,2,1,1,1,1,2,2.5,3,2,3,3,2,3,4.33333333333333,4.4,22,9,13,5,4,4,4,5,4,2,"Low",1,0,0,0,1,0,0,4,4,4,4,2,2,3,3,3,3,3,2,2,1,1,1,1,0.571428571428571,0,0,1,0,0,1,2,6,3,6,2,1.33333333333333,1.16666666666667,1,1,3,1,4,2,1,1,2,2,1,1,1,1,1,1,3,0,0,1,1,0,1,"A few times",1,1,0,0,0,2,1,2,2,2,2,0,0,1,1,0,0,3,1,1,0,0,0,1,"Declined","Phosphorus","Stormwater runoff","Summer (June - September)","Nutrient pollution",7,7,7,3,7,2.5,1.35,27,1,1,0,0,0,0,0,0,0,0,0,"Panel","Public"
"R_6sbANxBStns3NIt",NA,NA,33637,"55 - 64","Female","Vocational or Trade School degree","Less than $25,000","Unemployed",0,1,"Multiple",0,0,1,0,0,1,0,0,"Neutral",0,"5 - 9 years","Apartment","Rent",0,"Middle",2,1,2,2.25,2,2,2,2,0,0,4,0,2,2,2,2,0,3,3,3,0.666666666666667,0,1,1,1,0,1,0.333333333333333,0,1,0,0.285714285714286,0,0,1,0,0,1,0,0,0,0,4,0,0,4,0,4,4.16666666666667,4.4,22,7,15,4,3,5,5,5,3,0,"Low",0,0,0,0,0,0,0,3,3,3,3,4,4,2,0,2,1,4,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2,0.166666666666667,0.333333333333333,0.333333333333333,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,NA,NA,NA,NA,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Remained about the same","Carbon","Industrial discharges into the bay","Summer (June - September)","Microplastics",9,9,8,8,9,1,0.8,16,1,0,0,0,0,0,0,0,0,0,1,"Panel","Public"
"R_6Sv18rm4o0WApuE",NA,NA,33618,"35 - 44","Male","Bachelor's degree","Less than $25,000","Unemployed",0,0,"White",0,0,0,0,0,1,0,0,"Neutral",0,"5 - 9 years","Single-family home","Rent",0,"Middle",2,2.5,1.75,2.25,2,3,1,2,2,3,2,3,1,2,2,2,3,3,2,1,1.83333333333333,2,2,2,3,1,1,2,1,2,3,0.285714285714286,3,0,0,0,0,0,1,1,1,1.5,3,1,2,3,2,3,2.83333333333333,2.8,14,7,7,4,3,2,3,2,3,10,"Moderate",1,1,2,1,2,1,2,2.33333333333333,2,2,3,0,3,2,2,3,2,3,3,2,1,2,2,2,0.428571428571429,1,1,1,0,0,0,0,6,3,6,1.66666666666667,2.66666666666667,2.33333333333333,1,1,1,2,2,3,3,3,2,3,1,2,2,2,4,3,0,0,0,3,0,1,1,"About once a week",1,0,0,1,0,-2,-1,-1,-1,0,0,-1,0,1,0,1,0,2,0,1,1,0,0,0,"Remained about the same","Phosphorus","Stormwater runoff","Summer (June - September)","Increased ocean temperature",7,3,3,3,5,2,0.6,12,2,1,1,0,0,0,0,0,0,0,0,"Panel","Public"
"R_6tCYR1MMGe4ySd7",546563.232196,1329453.14097,33610,"35 - 44","Male","Did not complete high school","$25,000 - $49,999","Full-time",0,0,"Multiple",1,0,0,0,0,0,1,0,"Neutral",0,"1 - 4 years","Mobile home","Rent",1,"Top",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.16666666666667,1,2,3,3,2,2,2.66666666666667,3,2,3,2.42857142857143,2,2,2,4,3,2,2,2,3,2,1,2,2,1,3,1,2.33333333333333,2.2,11,4,7,2,2,3,2,2,3,12,"Moderate",2,1,2,2,2,2,1,2,2,2,2,3,1,3,2,2,2,3,2,1,2,3,3,3,1.57142857142857,1,2,1,2,2,2,1,6,3,6,2.16666666666667,2.66666666666667,2.66666666666667,2,2,4,1,3,1,3,2,3,2,3,2,3,3,3,NA,NA,NA,NA,3,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-1,-1,-1,3,1,1,1,3,0,0,1,0,1,1,"Improved","Carbon","Wastewater","Summer (June - September)","Microplastics",4,4,10,4,5,2,0.8,16,1,0,0,0,0,0,0,0,0,0,1,"Panel","Public"
"R_6TXjHVHYtHsN63R",NA,NA,33614,"45 - 54","Female","Associate degree","$25,000 - $49,999","Full-time",0,0,"Hispanic",0,0,0,0,0,0,0,1,"Slightly conservative",1,"1 - 4 years","Apartment","Rent",0,"Bottom",2.75,3,3,3.25,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,2.66666666666667,3,3,2,2,3,3,2,1,3,2,2,2,2,0,2,3,3,2,2,3,2,2,2,2,2,2,2,4,4,20,6,14,4,2,4,5,5,4,0,"Low",0,0,0,0,0,0,0,1.66666666666667,1,2,2,1,0,3,2,3,3,4,2,1,2,2,1,2,0.285714285714286,1,0,0,0,0,1,0,4,2,4,1,1.66666666666667,1,1,1,0,2,2,0,0,3,2,2,0,1,0,2,1,NA,NA,NA,NA,2,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Remained about the same","Carbon","Vehicle emissions","Fall (October - November)","Microplastics,Nutrient pollution",8,7,8,6,8,0.5,0.4,8,1,1,0,0,0,0,0,0,0,0,0,"Panel","Public"
"R_6U4S0vpmGAryjT2",NA,NA,33566,"45 - 54","Female","Master's degree","$75,000 - $99,999","Full-time",0,0,"White",0,0,0,0,0,1,0,0,"Neutral",0,"20 years or more","Single-family home","Own",1,"Top",1.5,1,1.25,1,1,3,1,1,1,1,2,0,1,2,1,1,2,1,0,1,1.66666666666667,1,1,2,2,2,2,2,1,3,2,1.71428571428571,0,1,1,3,2,1,2,2,2,1,2,1,1,2,1,2,4.16666666666667,4.2,21,8,13,4,4,4,4,5,4,0,"Low",0,0,0,0,0,0,0,3,4,3,2,3,3,2,3,3,0,4,2,2,1,1,0,1,0.428571428571429,0,0,0,0,0,1,2,4,3,6,1.16666666666667,3,1.16666666666667,0,1,0,1,2,3,4,2,3,1,1,1,1,2,1,2,3,0,0,0,2,1,1,"About once a month",1,1,0,0,0,-1,-1,2,0,0,-1,-1,-1,3,1,1,1,1,0,1,0,0,0,0,"Remained about the same","Phosphorus","Industrial discharges into the bay","Summer (June - September)","Nutrient pollution",5,5,5,7,5,1.5,0.95,19,1,0,0,0,0,0,0,0,0,0,1,"Panel","Public"
